pod_id,pod_type,slot_id,slot_type,item,unusedColumn1,unusedColumn2,unusedColumn3,qty,max_qty,due_date,facing,pick_ind,slot_sequence,item_weight,total_item_weight,item_pod_inventory_level,item_warehouse_inventory_level
4,0,7,0,304,0,0,0,90,90,99999,0,0,47,0.28,25.2,0.6,0.5
4,0,8,0,325,0,0,0,27,27,99999,0,0,48,3.0,81.0,0.6,0.5
4,0,9,0,114,0,0,0,360,360,99999,0,0,49,0.279,100.44,0.5,0.4
5,0,0,0,396,0,0,0,12,12,99999,0,0,50,0.33,3.96,0.6,0.5
5,0,1,0,293,0,0,0,264,264,99999,0,0,51,0.375,99.0,0.6,0.5
5,0,2,0,37,0,0,0,384,384,99999,0,0,52,0.277,106.368,0.4,0.3
5,0,3,0,85,0,0,0,24,24,99999,0,0,53,0.392,9.408,0.5,0.4
5,0,4,0,36,0,0,0,12,12,99999,0,0,54,3.463,41.556,0.4,0.3
5,0,5,0,9,0,0,0,180,180,99999,0,0,55,0.1,18.0,0.4,0.3
5,0,6,0,463,0,0,0,204,204,99999,0,0,56,0.092,18.768,0.6,0.5
5,0,7,0,135,0,0,0,96,96,99999,0,0,57,0.716,68.736,0.5,0.4
5,0,8,0,6,0,0,0,10,10,99999,0,0,58,0.34,3.4,0.4,0.3
5,0,9,0,186,0,0,0,70,70,99999,0,0,59,0.181,12.67,0.5,0.4
6,0,0,0,209,0,0,0,210,210,99999,0,0,60,0.115,24.15,0.6,0.5
6,0,1,0,371,0,0,0,60,60,99999,0,0,61,0.31,18.6,0.6,0.5
6,0,2,0,214,0,0,0,168,168,99999,0,0,62,0.441,74.088,0.6,0.5
6,0,3,0,235,0,0,0,30,30,99999,0,0,63,0.23,6.9,0.6,0.5
6,0,4,0,42,0,0,0,30,30,99999,0,0,64,0.454,13.62,0.4,0.3
6,0,5,0,314,0,0,0,77,77,99999,0,0,65,1.0,77.0,0.6,0.5
6,0,6,0,40,0,0,0,24,24,99999,0,0,66,2.218,53.232,0.4,0.3
6,0,7,0,44,0,0,0,120,120,99999,0,0,67,0.62,74.4,0.4,0.3
6,0,8,0,23,0,0,0,210,210,99999,0,0,68,0.11,23.1,0.4,0.3
6,0,9,0,265,0,0,0,30,30,99999,0,0,69,0.468,14.04,0.6,0.5
7,0,0,0,274,0,0,0,48,48,99999,0,0,70,0.307,14.736,0.6,0.5
7,0,1,0,36,0,0,0,12,12,99999,0,0,71,3.463,41.556,0.4,0.3
7,0,2,0,41,0,0,0,80,80,99999,0,0,72,0.152,12.16,0.4,0.3
7,0,3,0,7,0,0,0,192,192,99999,0,0,73,0.45,86.4,0.4,0.3
7,0,4,0,20,0,0,0,216,216,99999,0,0,74,0.386,83.376,0.4,0.3
7,0,5,0,445,0,0,0,15,15,99999,0,0,75,0.55,8.25,0.6,0.5
7,0,6,0,351,0,0,0,192,192,99999,0,0,76,0.368,70.656,0.6,0.5
7,0,7,0,34,0,0,0,336,336,99999,0,0,77,0.233,78.288,0.4,0.3
7,0,8,0,170,0,0,0,60,60,99999,0,0,78,0.59,35.4,0.5,0.4
7,0,9,0,28,0,0,0,12,12,99999,0,0,79,0.387,4.644,0.4,0.3
8,0,0,0,48,0,0,0,360,360,99999,0,0,80,0.275,99.0,0.4,0.3
8,0,1,0,418,0,0,0,27,27,99999,0,0,81,1.5,40.5,0.6,0.5
8,0,2,0,5,0,0,0,192,192,99999,0,0,82,0.417,80.064,0.4,0.3
8,0,3,0,256,0,0,0,24,24,99999,0,0,83,0.446,10.704,0.6,0.5
8,0,4,0,342,0,0,0,72,72,99999,0,0,84,0.65,46.8,0.6,0.5
8,0,5,0,19,0,0,0,12,12,99999,0,0,85,0.28,3.36,0.4,0.3
8,0,6,0,22,0,0,0,72,72,99999,0,0,86,0.125,9.0,0.4,0.3
8,0,7,0,363,0,0,0,10,10,99999,0,0,87,6.4,64.0,0.6,0.5
8,0,8,0,20,0,0,0,216,216,99999,0,0,88,0.386,83.376,0.4,0.3
8,0,9,0,45,0,0,0,72,72,99999,0,0,89,0.125,9.0,0.4,0.3
9,0,0,0,229,0,0,0,48,48,99999,0,0,90,0.291,13.968,0.6,0.5
9,0,1,0,118,0,0,0,180,180,99999,0,0,91,0.1,18.0,0.5,0.4
9,0,2,0,51,0,0,0,336,336,99999,0,0,92,0.278,93.408,0.5,0.4
9,0,3,0,481,0,0,0,210,210,99999,0,0,93,0.104,21.84,0.6,0.5
9,0,4,0,458,0,0,0,24,24,99999,0,0,94,0.272,6.528,0.6,0.5
9,0,5,0,216,0,0,0,20,20,99999,0,0,95,1.0,20.0,0.6,0.5
9,0,6,0,467,0,0,0,336,336,99999,0,0,96,0.246,82.656,0.6,0.5
9,0,7,0,24,0,0,0,20,20,99999,0,0,97,0.441,8.82,0.4,0.3
9,0,8,0,15,0,0,0,12,12,99999,0,0,98,0.367,4.404,0.4,0.3
9,0,9,0,440,0,0,0,24,24,99999,0,0,99,0.192,4.608,0.6,0.5
10,0,0,0,174,0,0,0,90,90,99999,0,0,100,0.13,11.7,0.5,0.4
10,0,1,0,120,0,0,0,240,240,99999,0,0,101,0.3,72.0,0.5,0.4
10,0,2,0,23,0,0,0,210,210,99999,0,0,102,0.11,23.1,0.4,0.3
10,0,3,0,426,0,0,0,36,36,99999,0,0,103,0.408,14.688,0.6,0.5
10,0,4,0,413,0,0,0,288,288,99999,0,0,104,0.362,104.256,0.6,0.5
10,0,5,0,139,0,0,0,28,28,99999,0,0,105,0.168,4.704,0.5,0.4
10,0,6,0,39,0,0,0,360,360,99999,0,0,106,0.276,99.36,0.4,0.3
10,0,7,0,17,0,0,0,108,108,99999,0,0,107,0.176,19.008,0.4,0.3
10,0,8,0,274,0,0,0,48,48,99999,0,0,108,0.307,14.736,0.6,0.5
10,0,9,0,185,0,0,0,120,120,99999,0,0,109,0.532,63.84,0.5,0.4
11,0,0,0,152,0,0,0,12,12,99999,0,0,110,0.708,8.496,0.5,0.4
11,0,1,0,232,0,0,0,27,27,99999,0,0,111,6.0,162.0,0.6,0.5
11,0,2,0,134,0,0,0,24,24,99999,0,0,112,0.409,9.816,0.5,0.4
11,0,3,0,442,0,0,0,384,384,99999,0,0,113,0.276,105.984,0.6,0.5
11,0,4,0,368,0,0,0,10,10,99999,0,0,114,6.0,60.0,0.6,0.5
11,0,5,0,452,0,0,0,12,12,99999,0,0,115,4.225,50.7,0.6,0.5
11,0,6,0,7,0,0,0,192,192,99999,0,0,116,0.45,86.4,0.4,0.3
11,0,7,0,46,0,0,0,30,30,99999,0,0,117,0.373,11.19,0.4,0.3
11,0,8,0,72,0,0,0,120,120,99999,0,0,118,0.62,74.4,0.5,0.4
11,0,9,0,391,0,0,0,5,5,99999,0,0,119,7.23,36.15,0.6,0.5
12,0,0,0,62,0,0,0,60,60,99999,0,0,120,0.15,9.0,0.5,0.4
12,0,1,0,484,0,0,0,432,432,99999,0,0,121,0.218,94.176,0.6,0.5
12,0,2,0,426,0,0,0,36,36,99999,0,0,122,0.408,14.688,0.6,0.5
12,0,3,0,43,0,0,0,240,240,99999,0,0,123,0.3,72.0,0.4,0.3
12,0,4,0,30,0,0,0,24,24,99999,0,0,124,0.387,9.288,0.4,0.3
12,0,5,0,424,0,0,0,96,96,99999,0,0,125,0.619,59.424,0.6,0.5
12,0,6,0,75,0,0,0,12,12,99999,0,0,126,1.138,13.656,0.5,0.4
12,0,7,0,466,0,0,0,16,16,99999,0,0,127,0.381,6.096,0.6,0.5
12,0,8,0,0,0,0,0,36,36,99999,0,0,128,1.602,57.672,0.4,0.3
12,0,9,0,23,0,0,0,210,210,99999,0,0,129,0.11,23.1,0.4,0.3
13,0,0,0,448,0,0,0,77,77,99999,0,0,130,0.2,15.4,0.6,0.5
13,0,1,0,397,0,0,0,36,36,99999,0,0,131,0.273,9.828,0.6,0.5
13,0,2,0,39,0,0,0,360,360,99999,0,0,132,0.276,99.36,0.4,0.3
13,0,3,0,210,0,0,0,96,96,99999,0,0,133,0.637,61.152,0.6,0.5
13,0,4,0,0,0,0,0,36,36,99999,0,0,134,1.602,57.672,0.4,0.3
13,0,5,0,206,0,0,0,120,120,99999,0,0,135,0.155,18.6,0.6,0.5
13,0,6,0,450,0,0,0,36,36,99999,0,0,136,0.316,11.376,0.6,0.5
13,0,7,0,68,0,0,0,320,320,99999,0,0,137,0.052,16.64,0.5,0.4
13,0,8,0,343,0,0,0,192,192,99999,0,0,138,0.365,70.08,0.6,0.5
13,0,9,0,492,0,0,0,216,216,99999,0,0,139,0.358,77.328,0.6,0.5
14,0,0,0,351,0,0,0,192,192,99999,0,0,140,0.368,70.656,0.6,0.5
14,0,1,0,484,0,0,0,432,432,99999,0,0,141,0.218,94.176,0.6,0.5
14,0,2,0,33,0,0,0,240,240,99999,0,0,142,0.409,98.16,0.4,0.3
14,0,3,0,197,0,0,0,432,432,99999,0,0,143,0.164,70.848,0.5,0.4
14,0,4,0,280,0,0,0,24,24,99999,0,0,144,0.264,6.336,0.6,0.5
14,0,5,0,292,0,0,0,384,384,99999,0,0,145,0.269,103.296,0.6,0.5
14,0,6,0,8,0,0,0,40,40,99999,0,0,146,0.381,15.24,0.4,0.3
14,0,7,0,445,0,0,0,15,15,99999,0,0,147,0.55,8.25,0.6,0.5
14,0,8,0,327,0,0,0,8,8,99999,0,0,148,1.0,8.0,0.6,0.5
14,0,9,0,270,0,0,0,80,80,99999,0,0,149,0.924,73.92,0.6,0.5
15,0,0,0,47,0,0,0,30,30,99999,0,0,150,0.365,10.95,0.4,0.3
15,0,1,0,76,0,0,0,12,12,99999,0,0,151,0.308,3.696,0.5,0.4
15,0,2,0,358,0,0,0,24,24,99999,0,0,152,2.37,56.88,0.6,0.5
15,0,3,0,459,0,0,0,36,36,99999,0,0,153,1.631,58.716,0.6,0.5
15,0,4,0,291,0,0,0,24,24,99999,0,0,154,0.269,6.456,0.6,0.5
15,0,5,0,272,0,0,0,168,168,99999,0,0,155,0.454,76.272,0.6,0.5
15,0,6,0,98,0,0,0,60,60,99999,0,0,156,0.225,13.5,0.5,0.4
15,0,7,0,488,0,0,0,48,48,99999,0,0,157,0.092,4.416,0.6,0.5
15,0,8,0,154,0,0,0,360,360,99999,0,0,158,0.274,98.64,0.5,0.4
15,0,9,0,176,0,0,0,36,36,99999,0,0,159,0.375,13.5,0.5,0.4
16,0,0,0,44,0,0,0,120,120,99999,0,0,160,0.62,74.4,0.4,0.3
16,0,1,0,272,0,0,0,168,168,99999,0,0,161,0.454,76.272,0.6,0.5
16,0,2,0,313,0,0,0,12,12,99999,0,0,162,0.375,4.5,0.6,0.5
16,0,3,0,3,0,0,0,312,312,99999,0,0,163,0.324,101.088,0.4,0.3
16,0,4,0,140,0,0,0,10,10,99999,0,0,164,6.27,62.7,0.5,0.4
16,0,5,0,314,0,0,0,77,77,99999,0,0,165,1.0,77.0,0.6,0.5
16,0,6,0,229,0,0,0,48,48,99999,0,0,166,0.291,13.968,0.6,0.5
16,0,7,0,77,0,0,0,264,264,99999,0,0,167,0.283,74.712,0.5,0.4
16,0,8,0,347,0,0,0,36,36,99999,0,0,168,0.257,9.252,0.6,0.5
16,0,9,0,252,0,0,0,36,36,99999,0,0,169,0.394,14.184,0.6,0.5
17,0,0,0,18,0,0,0,30,30,99999,0,0,170,0.333,9.99,0.4,0.3
17,0,1,0,479,0,0,0,72,72,99999,0,0,171,0.465,33.48,0.6,0.5
17,0,2,0,332,0,0,0,72,72,99999,0,0,172,0.233,16.776,0.6,0.5
17,0,3,0,440,0,0,0,24,24,99999,0,0,173,0.192,4.608,0.6,0.5
17,0,4,0,219,0,0,0,24,24,99999,0,0,174,0.192,4.608,0.6,0.5
17,0,5,0,362,0,0,0,32,32,99999,0,0,175,2.206,70.592,0.6,0.5
17,0,6,0,345,0,0,0,24,24,99999,0,0,176,2.333,55.992,0.6,0.5
17,0,7,0,29,0,0,0,360,360,99999,0,0,177,0.274,98.64,0.4,0.3
17,0,8,0,9,0,0,0,180,180,99999,0,0,178,0.1,18.0,0.4,0.3
17,0,9,0,12,0,0,0,8,8,99999,0,0,179,0.306,2.448,0.4,0.3
18,0,0,0,262,0,0,0,15,15,99999,0,0,180,0.584,8.76,0.6,0.5
18,0,1,0,38,0,0,0,384,384,99999,0,0,181,0.275,105.6,0.4,0.3
18,0,2,0,314,0,0,0,77,77,99999,0,0,182,1.0,77.0,0.6,0.5
18,0,3,0,203,0,0,0,30,30,99999,0,0,183,2.172,65.16,0.6,0.5
18,0,4,0,142,0,0,0,384,384,99999,0,0,184,0.274,105.216,0.5,0.4
18,0,5,0,466,0,0,0,16,16,99999,0,0,185,0.381,6.096,0.6,0.5
18,0,6,0,373,0,0,0,24,24,99999,0,0,186,1.0,24.0,0.6,0.5
18,0,7,0,230,0,0,0,60,60,99999,0,0,187,0.108,6.48,0.6,0.5
18,0,8,0,383,0,0,0,9,9,99999,0,0,188,0.517,4.653,0.6,0.5
18,0,9,0,37,0,0,0,384,384,99999,0,0,189,0.277,106.368,0.4,0.3
19,0,0,0,282,0,0,0,72,72,99999,0,0,190,0.144,10.368,0.6,0.5
19,0,1,0,32,0,0,0,96,96,99999,0,0,191,0.125,12.0,0.4,0.3
19,0,2,0,218,0,0,0,24,24,99999,0,0,192,0.446,10.704,0.6,0.5
19,0,3,0,5,0,0,0,192,192,99999,0,0,193,0.417,80.064,0.4,0.3
19,0,4,0,177,0,0,0,80,80,99999,0,0,194,1.08,86.4,0.5,0.4
19,0,5,0,351,0,0,0,192,192,99999,0,0,195,0.368,70.656,0.6,0.5
19,0,6,0,268,0,0,0,18,18,99999,0,0,196,0.238,4.284,0.6,0.5
19,0,7,0,4,0,0,0,6,6,99999,0,0,197,0.425,2.55,0.4,0.3
19,0,8,0,106,0,0,0,24,24,99999,0,0,198,0.49,11.76,0.5,0.4
19,0,9,0,407,0,0,0,288,288,99999,0,0,199,0.07,20.16,0.6,0.5
20,0,0,0,2,0,0,0,24,24,99999,0,0,200,0.405,9.72,0.4,0.3
20,0,1,0,152,0,0,0,12,12,99999,0,0,201,0.708,8.496,0.5,0.4
20,0,2,0,70,0,0,0,24,24,99999,0,0,202,0.437,10.488,0.5,0.4
20,0,3,0,307,0,0,0,312,312,99999,0,0,203,0.275,85.8,0.6,0.5
20,0,4,0,317,0,0,0,12,12,99999,0,0,204,0.425,5.1,0.6,0.5
20,0,5,0,369,0,0,0,192,192,99999,0,0,205,0.368,70.656,0.6,0.5
20,0,6,0,309,0,0,0,50,50,99999,0,0,206,0.275,13.75,0.6,0.5
20,0,7,0,368,0,0,0,10,10,99999,0,0,207,6.0,60.0,0.6,0.5
20,0,8,0,326,0,0,0,36,36,99999,0,0,208,0.373,13.428,0.6,0.5
20,0,9,0,225,0,0,0,40,40,99999,0,0,209,0.204,8.16,0.6,0.5
21,0,0,0,20,0,0,0,216,216,99999,0,0,210,0.386,83.376,0.4,0.3
21,0,1,0,471,0,0,0,96,96,99999,0,0,211,0.52,49.92,0.6,0.5
21,0,2,0,419,0,0,0,72,72,99999,0,0,212,0.217,15.624,0.6,0.5
21,0,3,0,273,0,0,0,210,210,99999,0,0,213,0.098,20.58,0.6,0.5
21,0,4,0,452,0,0,0,12,12,99999,0,0,214,4.225,50.7,0.6,0.5
21,0,5,0,386,0,0,0,36,36,99999,0,0,215,0.213,7.668,0.6,0.5
21,0,6,0,26,0,0,0,360,360,99999,0,0,216,0.274,98.64,0.4,0.3
21,0,7,0,458,0,0,0,24,24,99999,0,0,217,0.272,6.528,0.6,0.5
21,0,8,0,210,0,0,0,96,96,99999,0,0,218,0.637,61.152,0.6,0.5
21,0,9,0,236,0,0,0,210,210,99999,0,0,219,0.103,21.63,0.6,0.5
22,0,0,0,333,0,0,0,48,48,99999,0,0,220,0.9,43.2,0.6,0.5
22,0,1,0,1,0,0,0,72,72,99999,0,0,221,0.125,9.0,0.4,0.3
22,0,2,0,490,0,0,0,27,27,99999,0,0,222,3.0,81.0,0.6,0.5
22,0,3,0,41,0,0,0,80,80,99999,0,0,223,0.152,12.16,0.4,0.3
22,0,4,0,230,0,0,0,60,60,99999,0,0,224,0.108,6.48,0.6,0.5
22,0,5,0,424,0,0,0,96,96,99999,0,0,225,0.619,59.424,0.6,0.5
22,0,6,0,214,0,0,0,168,168,99999,0,0,226,0.441,74.088,0.6,0.5
22,0,7,0,444,0,0,0,24,24,99999,0,0,227,2.138,51.312,0.6,0.5
22,0,8,0,307,0,0,0,312,312,99999,0,0,228,0.275,85.8,0.6,0.5
22,0,9,0,437,0,0,0,32,32,99999,0,0,229,2.209,70.688,0.6,0.5
23,0,0,0,41,0,0,0,80,80,99999,0,0,230,0.152,12.16,0.4,0.3
23,0,1,0,100,0,0,0,36,36,99999,0,0,231,0.345,12.42,0.5,0.4
23,0,2,0,181,0,0,0,24,24,99999,0,0,232,0.491,11.784,0.5,0.4
23,0,3,0,396,0,0,0,12,12,99999,0,0,233,0.33,3.96,0.6,0.5
23,0,4,0,53,0,0,0,12,12,99999,0,0,234,0.335,4.02,0.5,0.4
23,0,5,0,28,0,0,0,12,12,99999,0,0,235,0.387,4.644,0.4,0.3
23,0,6,0,142,0,0,0,384,384,99999,0,0,236,0.274,105.216,0.5,0.4
23,0,7,0,48,0,0,0,360,360,99999,0,0,237,0.275,99.0,0.4,0.3
23,0,8,0,38,0,0,0,384,384,99999,0,0,238,0.275,105.6,0.4,0.3
23,0,9,0,413,0,0,0,288,288,99999,0,0,239,0.362,104.256,0.6,0.5
24,0,0,0,19,0,0,0,12,12,99999,0,0,240,0.28,3.36,0.4,0.3
24,0,1,0,4,0,0,0,6,6,99999,0,0,241,0.425,2.55,0.4,0.3
24,0,2,0,93,0,0,0,30,30,99999,0,0,242,0.281,8.43,0.5,0.4
24,0,3,0,80,0,0,0,32,32,99999,0,0,243,0.468,14.976,0.5,0.4
24,0,4,0,406,0,0,0,96,96,99999,0,0,244,0.603,57.888,0.6,0.5
24,0,5,0,334,0,0,0,45,45,99999,0,0,245,0.332,14.94,0.6,0.5
24,0,6,0,316,0,0,0,32,32,99999,0,0,246,0.468,14.976,0.6,0.5
24,0,7,0,440,0,0,0,24,24,99999,0,0,247,0.192,4.608,0.6,0.5
24,0,8,0,143,0,0,0,48,48,99999,0,0,248,0.25,12.0,0.5,0.4
24,0,9,0,248,0,0,0,96,96,99999,0,0,249,0.644,61.824,0.6,0.5
25,0,0,0,323,0,0,0,24,24,99999,0,0,250,2.188,52.512,0.6,0.5
25,0,1,0,465,0,0,0,15,15,99999,0,0,251,0.582,8.73,0.6,0.5
25,0,2,0,208,0,0,0,48,48,99999,0,0,252,0.208,9.984,0.6,0.5
25,0,3,0,388,0,0,0,60,60,99999,0,0,253,0.48,28.8,0.6,0.5
25,0,4,0,272,0,0,0,168,168,99999,0,0,254,0.454,76.272,0.6,0.5
25,0,5,0,86,0,0,0,80,80,99999,0,0,255,0.179,14.32,0.5,0.4
25,0,6,0,225,0,0,0,40,40,99999,0,0,256,0.204,8.16,0.6,0.5
25,0,7,0,361,0,0,0,312,312,99999,0,0,257,0.328,102.336,0.6,0.5
25,0,8,0,479,0,0,0,72,72,99999,0,0,258,0.465,33.48,0.6,0.5
25,0,9,0,1,0,0,0,72,72,99999,0,0,259,0.125,9.0,0.4,0.3
26,0,0,0,15,0,0,0,12,12,99999,0,0,260,0.367,4.404,0.4,0.3
26,0,1,0,390,0,0,0,24,24,99999,0,0,261,0.221,5.304,0.6,0.5
26,0,2,0,28,0,0,0,12,12,99999,0,0,262,0.387,4.644,0.4,0.3
26,0,3,0,3,0,0,0,312,312,99999,0,0,263,0.324,101.088,0.4,0.3
26,0,4,0,10,0,0,0,210,210,99999,0,0,264,0.118,24.78,0.4,0.3
26,0,5,0,300,0,0,0,13,13,99999,0,0,265,0.8,10.4,0.6,0.5
26,0,6,0,497,0,0,0,30,30,99999,0,0,266,0.379,11.37,0.6,0.5
26,0,7,0,496,0,0,0,56,56,99999,0,0,267,1.468,82.208,0.6,0.5
26,0,8,0,12,0,0,0,8,8,99999,0,0,268,0.306,2.448,0.4,0.3
26,0,9,0,291,0,0,0,24,24,99999,0,0,269,0.269,6.456,0.6,0.5
27,0,0,0,79,0,0,0,24,24,99999,0,0,270,0.429,10.296,0.5,0.4
27,0,1,0,286,0,0,0,264,264,99999,0,0,271,0.273,72.072,0.6,0.5
27,0,2,0,158,0,0,0,96,96,99999,0,0,272,0.633,60.768,0.5,0.4
27,0,3,0,365,0,0,0,24,24,99999,0,0,273,0.388,9.312,0.6,0.5
27,0,4,0,250,0,0,0,24,24,99999,0,0,274,2.087,50.088,0.6,0.5
27,0,5,0,392,0,0,0,360,360,99999,0,0,275,0.156,56.16,0.6,0.5
27,0,6,0,370,0,0,0,240,240,99999,0,0,276,0.415,99.6,0.6,0.5
27,0,7,0,276,0,0,0,16,16,99999,0,0,277,1.25,20.0,0.6,0.5
27,0,8,0,489,0,0,0,30,30,99999,0,0,278,0.533,15.99,0.6,0.5
27,0,9,0,324,0,0,0,216,216,99999,0,0,279,0.38,82.08,0.6,0.5
28,0,0,0,62,0,0,0,60,60,99999,0,0,280,0.15,9.0,0.5,0.4
28,0,1,0,28,0,0,0,12,12,99999,0,0,281,0.387,4.644,0.4,0.3
28,0,2,0,0,0,0,0,36,36,99999,0,0,282,1.602,57.672,0.4,0.3
28,0,3,0,23,0,0,0,210,210,99999,0,0,283,0.11,23.1,0.4,0.3
28,0,4,0,42,0,0,0,30,30,99999,0,0,284,0.454,13.62,0.4,0.3
28,0,5,0,266,0,0,0,40,40,99999,0,0,285,0.16,6.4,0.6,0.5
28,0,6,0,31,0,0,0,72,72,99999,0,0,286,0.125,9.0,0.4,0.3
28,0,7,0,373,0,0,0,24,24,99999,0,0,287,1.0,24.0,0.6,0.5
28,0,8,0,220,0,0,0,20,20,99999,0,0,288,1.0,20.0,0.6,0.5
28,0,9,0,27,0,0,0,336,336,99999,0,0,289,0.267,89.712,0.4,0.3
29,0,0,0,66,0,0,0,72,72,99999,0,0,290,0.233,16.776,0.5,0.4
29,0,1,0,90,0,0,0,24,24,99999,0,0,291,0.42,10.08,0.5,0.4
29,0,2,0,493,0,0,0,72,72,99999,0,0,292,0.931,67.032,0.6,0.5
29,0,3,0,421,0,0,0,144,144,99999,0,0,293,0.503,72.432,0.6,0.5
29,0,4,0,468,0,0,0,210,210,99999,0,0,294,0.115,24.15,0.6,0.5
29,0,5,0,276,0,0,0,16,16,99999,0,0,295,1.25,20.0,0.6,0.5
29,0,6,0,243,0,0,0,36,36,99999,0,0,296,0.517,18.612,0.6,0.5
29,0,7,0,3,0,0,0,312,312,99999,0,0,297,0.324,101.088,0.4,0.3
29,0,8,0,175,0,0,0,24,24,99999,0,0,298,2.057,49.368,0.5,0.4
29,0,9,0,19,0,0,0,12,12,99999,0,0,299,0.28,3.36,0.4,0.3
30,0,0,0,130,0,0,0,24,24,99999,0,0,300,0.615,14.76,0.5,0.4
30,0,1,0,39,0,0,0,360,360,99999,0,0,301,0.276,99.36,0.4,0.3
30,0,2,0,0,0,0,0,36,36,99999,0,0,302,1.602,57.672,0.4,0.3
30,0,3,0,459,0,0,0,36,36,99999,0,0,303,1.631,58.716,0.6,0.5
30,0,4,0,364,0,0,0,60,60,99999,0,0,304,0.16,9.6,0.6,0.5
30,0,5,0,279,0,0,0,46,46,99999,0,0,305,1.0,46.0,0.6,0.5
